Number (ID),Start Timestamp,End Timestamp,Duration,Class,Location,Description,Tag
42843810,2022-06-23 23:21:51.0,2022-06-23 23:22:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843808,2022-06-23 23:21:51.0,2022-06-23 23:22:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843795,2022-06-23 23:21:45.0,2022-06-23 23:39:52.0,00:18:07,Error,UL1-1.EPC1,Actuated,[MCP07]UL01_01_EPC1_STN.Ctrl.Out_EStop
42843771,2022-06-23 23:21:27.0,2022-06-23 23:22:05.0,00:00:38,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42843743,2022-06-23 23:21:21.0,2022-06-23 23:21:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843741,2022-06-23 23:21:21.0,2022-06-23 23:21:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843723,2022-06-23 23:21:16.0,2022-06-23 23:21:28.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843719,2022-06-23 23:21:10.0,2022-06-23 23:21:11.0,00:00:01,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42843700,2022-06-23 23:21:01.0,2022-06-23 23:21:09.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843679,2022-06-23 23:20:51.0,2022-06-23 23:21:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843677,2022-06-23 23:20:51.0,2022-06-23 23:21:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843645,2022-06-23 23:20:34.0,2022-06-23 23:20:46.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843633,2022-06-23 23:20:25.0,2022-06-23 23:20:27.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843618,2022-06-23 23:20:21.0,2022-06-23 23:20:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843616,2022-06-23 23:20:21.0,2022-06-23 23:20:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843608,2022-06-23 23:20:20.0,2022-06-23 23:21:10.0,00:00:50,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42843579,2022-06-23 23:20:15.0,2022-06-23 23:20:18.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843539,2022-06-23 23:20:00.0,2022-06-23 23:20:08.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843530,2022-06-23 23:19:51.0,2022-06-23 23:20:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843528,2022-06-23 23:19:51.0,2022-06-23 23:20:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843522,2022-06-23 23:19:47.0,2022-06-23 23:19:48.0,00:00:01,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843482,2022-06-23 23:19:27.0,2022-06-23 23:19:35.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843434,2022-06-23 23:19:06.0,2022-06-23 23:19:21.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843432,2022-06-23 23:19:06.0,2022-06-23 23:19:36.0,00:00:30,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843427,2022-06-23 23:19:04.0,2022-06-23 23:19:07.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843388,2022-06-23 23:18:46.0,2022-06-23 23:18:49.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843363,2022-06-23 23:18:36.0,2022-06-23 23:18:51.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843361,2022-06-23 23:18:36.0,2022-06-23 23:18:51.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843352,2022-06-23 23:18:31.0,2022-06-23 23:18:34.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843316,2022-06-23 23:18:23.0,2022-06-23 23:18:29.0,00:00:06,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42843312,2022-06-23 23:18:23.0,2022-06-23 23:18:25.0,00:00:02,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42843310,2022-06-23 23:18:23.0,2022-06-23 23:20:17.0,00:01:54,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42843274,2022-06-23 23:18:06.0,2022-06-23 23:18:21.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843250,2022-06-23 23:17:58.0,2022-06-23 23:18:01.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843209,2022-06-23 23:17:36.0,2022-06-23 23:17:51.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843186,2022-06-23 23:17:15.0,2022-06-23 23:17:23.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843176,2022-06-23 23:17:06.0,2022-06-23 23:17:21.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843161,2022-06-23 23:16:58.0,2022-06-23 23:17:05.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843048,2022-06-23 23:16:02.0,2022-06-23 23:16:23.0,00:00:21,Error,RS2-102.TPE1,Jammed,[MCP06]RS02_102_TPE1.Ctrl.Out_FaultPE
42843045,2022-06-23 23:16:01.0,2022-06-23 23:16:02.0,00:00:01,Error,BYP1-3,Anti-Gridlock Prevention Mode,[MCP05]BYP01_03.Color.Output.5
42843042,2022-06-23 23:16:01.0,2022-06-23 23:16:07.0,00:00:06,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843012,2022-06-23 23:15:47.0,2022-06-23 23:15:49.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842967,2022-06-23 23:15:20.0,2022-06-23 23:15:26.0,00:00:06,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42842943,2022-06-23 23:15:13.0,2022-06-23 23:15:20.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842935,2022-06-23 23:15:00.0,2022-06-23 23:15:04.0,00:00:04,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42842921,2022-06-23 23:14:53.0,2022-06-23 23:15:01.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842891,2022-06-23 23:14:30.0,2022-06-23 23:18:23.0,00:03:53,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42842840,2022-06-23 23:13:57.0,2022-06-23 23:14:10.0,00:00:13,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842812,2022-06-23 23:13:38.0,2022-06-23 23:13:41.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842803,2022-06-23 23:13:29.0,2022-06-23 23:13:32.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842797,2022-06-23 23:13:28.0,2022-06-23 23:14:42.0,00:01:14,Error,FL9-1CH.PE1,Jammed,[MCP08]FL09_01CH_PE1.Ctrl.Out_FaultPE
42842748,2022-06-23 23:13:10.0,2022-06-23 23:13:23.0,00:00:13,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842735,2022-06-23 23:13:08.0,2022-06-23 23:14:26.0,00:01:18,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42842733,2022-06-23 23:13:08.0,2022-06-23 23:14:26.0,00:01:18,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42842709,2022-06-23 23:13:01.0,2022-06-23 23:13:04.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842672,2022-06-23 23:12:37.0,2022-06-23 23:12:41.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842651,2022-06-23 23:12:28.0,2022-06-23 23:12:31.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842575,2022-06-23 23:11:46.0,2022-06-23 23:13:15.0,00:01:29,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42842560,2022-06-23 23:11:36.0,2022-06-23 23:11:44.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842533,2022-06-23 23:11:16.0,2022-06-23 23:14:45.0,00:03:29,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42842450,2022-06-23 23:10:46.0,2022-06-23 23:11:01.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42842445,2022-06-23 23:10:38.0,2022-06-23 23:10:51.0,00:00:13,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842409,2022-06-23 23:10:26.0,2022-06-23 23:10:30.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842352,2022-06-23 23:10:01.0,2022-06-23 23:10:31.0,00:00:30,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42842350,2022-06-23 23:09:58.0,2022-06-23 23:10:05.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842316,2022-06-23 23:09:39.0,2022-06-23 23:09:43.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842306,2022-06-23 23:09:31.0,2022-06-23 23:09:33.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842261,2022-06-23 23:09:16.0,2022-06-23 23:09:19.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842259,2022-06-23 23:09:12.0,2022-06-23 23:13:09.0,00:03:57,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42842236,2022-06-23 23:09:05.0,2022-06-23 23:09:07.0,00:00:02,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42842234,2022-06-23 23:09:05.0,2022-06-23 23:09:09.0,00:00:04,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42842232,2022-06-23 23:09:05.0,2022-06-23 23:09:09.0,00:00:04,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42842216,2022-06-23 23:08:57.0,2022-06-23 23:08:59.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842161,2022-06-23 23:08:43.0,2022-06-23 23:08:45.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842151,2022-06-23 23:08:29.0,2022-06-23 23:08:36.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842139,2022-06-23 23:08:24.0,2022-06-23 23:08:39.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42842120,2022-06-23 23:08:08.0,2022-06-23 23:08:16.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842083,2022-06-23 23:07:51.0,2022-06-23 23:07:58.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42842069,2022-06-23 23:07:39.0,2022-06-23 23:07:54.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841994,2022-06-23 23:07:09.0,2022-06-23 23:07:24.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841993,2022-06-23 23:07:08.0,2022-06-23 23:07:11.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841969,2022-06-23 23:06:39.0,2022-06-23 23:06:54.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841934,2022-06-23 23:06:26.0,2022-06-23 23:06:33.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841904,2022-06-23 23:06:12.0,2022-06-23 23:06:15.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841880,2022-06-23 23:05:57.0,2022-06-23 23:06:06.0,00:00:09,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841876,2022-06-23 23:05:55.0,2022-06-23 23:06:24.0,00:00:29,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42841874,2022-06-23 23:05:55.0,2022-06-23 23:06:24.0,00:00:29,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841863,2022-06-23 23:05:44.0,2022-06-23 23:05:46.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841821,2022-06-23 23:05:25.0,2022-06-23 23:05:40.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841819,2022-06-23 23:05:24.0,2022-06-23 23:05:28.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841795,2022-06-23 23:05:10.0,2022-06-23 23:05:14.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841770,2022-06-23 23:04:57.0,2022-06-23 23:05:00.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841766,2022-06-23 23:04:54.0,2022-06-23 23:05:10.0,00:00:16,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841751,2022-06-23 23:04:38.0,2022-06-23 23:04:45.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841716,2022-06-23 23:04:24.0,2022-06-23 23:04:39.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841661,2022-06-23 23:03:54.0,2022-06-23 23:04:09.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841643,2022-06-23 23:03:51.0,2022-06-23 23:03:53.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841618,2022-06-23 23:03:38.0,2022-06-23 23:09:29.0,00:05:51,Error,CH-20510-CH.Jam_PE,Jammed,[MCP04]Spiral[58].Ch_Jam_PE.Ctrl.Out_FaultPE
42841598,2022-06-23 23:03:27.0,2022-06-23 23:03:40.0,00:00:13,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841591,2022-06-23 23:03:24.0,2022-06-23 23:03:39.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841541,2022-06-23 23:02:59.0,2022-06-23 23:03:03.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841535,2022-06-23 23:02:54.0,2022-06-23 23:03:09.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841507,2022-06-23 23:02:45.0,2022-06-23 23:02:48.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841498,2022-06-23 23:02:31.0,2022-06-23 23:02:33.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841480,2022-06-23 23:02:24.0,2022-06-23 23:02:39.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841451,2022-06-23 23:02:05.0,2022-06-23 23:02:40.0,00:00:35,Error,PRS1-9CH.PE1,Jammed,[MCP02]PRS01_09CH_PE1.Ctrl.Out_FaultPE
42841433,2022-06-23 23:01:58.0,2022-06-23 23:02:05.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841428,2022-06-23 23:01:54.0,2022-06-23 23:02:09.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841418,2022-06-23 23:01:44.0,2022-06-23 23:01:46.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841389,2022-06-23 23:01:26.0,2022-06-23 23:01:28.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841365,2022-06-23 23:01:15.0,2022-06-23 23:01:18.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841351,2022-06-23 23:01:09.0,2022-06-23 23:01:39.0,00:00:30,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42841313,2022-06-23 23:00:56.0,2022-06-23 23:01:05.0,00:00:09,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841286,2022-06-23 23:00:29.0,2022-06-23 23:00:32.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841281,2022-06-23 23:00:20.0,2022-06-23 23:00:22.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841234,2022-06-23 23:00:05.0,2022-06-23 23:00:08.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841205,2022-06-23 22:59:37.0,2022-06-23 22:59:49.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841174,2022-06-23 22:59:19.0,2022-06-23 22:59:31.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841108,2022-06-23 22:58:31.0,2022-06-23 22:58:34.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841081,2022-06-23 22:58:17.0,2022-06-23 22:58:20.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42841055,2022-06-23 22:58:02.0,2022-06-23 22:58:11.0,00:00:09,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840946,2022-06-23 22:57:43.0,2022-06-23 22:57:47.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840877,2022-06-23 22:57:15.0,2022-06-23 22:57:19.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840815,2022-06-23 22:56:52.0,2022-06-23 22:57:09.0,00:00:17,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840784,2022-06-23 22:56:39.0,2022-06-23 22:56:42.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840756,2022-06-23 22:56:19.0,2022-06-23 22:56:32.0,00:00:13,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840723,2022-06-23 22:56:06.0,2022-06-23 22:56:13.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840710,2022-06-23 22:55:57.0,2022-06-23 22:56:00.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840694,2022-06-23 22:55:49.0,2022-06-23 22:56:25.0,00:00:36,Error,RE1-11,Anti-Gridlock Prevention Mode,[MCP05]RE01_11.Color.Output.5
42840692,2022-06-23 22:55:49.0,2022-06-23 22:59:11.0,00:03:22,Error,PS1 Loop,No Demand,[MCP05]FMS_PS01_Loop_Curr_PPM_Demand
42840688,2022-06-23 22:55:49.0,2022-06-23 22:59:11.0,00:03:22,Error,AS1-6CH.Jam_PE,Jammed,[MCP05]AS01_06CH.Jam_PE.Ctrl.Out_FaultPE
42840677,2022-06-23 22:55:47.0,2022-06-23 22:55:50.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840671,2022-06-23 22:55:31.0,2022-06-23 22:55:35.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840632,2022-06-23 22:55:19.0,2022-06-23 22:55:22.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840623,2022-06-23 22:55:07.0,2022-06-23 22:55:08.0,00:00:01,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840579,2022-06-23 22:54:41.0,2022-06-23 22:54:43.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840548,2022-06-23 22:54:34.0,2022-06-23 22:59:35.0,00:05:01,Error,BSB1-20.PE1,Jammed,[MCP21]BSB1_20_PE1.Status.0
42840511,2022-06-23 22:54:18.0,2022-06-23 22:54:30.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840474,2022-06-23 22:53:54.0,2022-06-23 22:53:57.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42840334,2022-06-23 22:52:43.0,2022-06-23 22:53:10.0,00:00:27,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
